Mapping parameters for Rhincodon typus (Whale shark)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 1215)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Rhincodon,typus,-11.25,-107.75,5110:217:2,3624,24.8121013641357,1.48594903945923,35.5156364440918,34.677921295166,7.64399999752641,0,141.688873291016,1743
Rhincodon,typus,-11.25,-177.75,5117:217:2,3449,29.1530570983887,1.18012702465057,34.7283973693848,34.6835784912109,0.6880000000819559,0,176.113479614258,330
Rhincodon,typus,-10.75,104.75,3110:104:4,3832,27.9628868103027,1.85450804233551,34.0885009765625,34.735221862793,2.82300007529557,0,153.388916015625,164
Rhincodon,typus,-10.75,105.75,3110:205:4,4188,27.9815845489502,0.766615986824036,34.064094543457,34.7134666442871,3.2599999103695203,0,195.147125244141,27
Rhincodon,typus,-10.75,121.75,3112:101:4,731,28.2892837524414,5.49192476272583,33.7507209777832,34.5870018005371,7.2010001167655,0,114.346641540527,26
Rhincodon,typus,-10.75,122.75,3112:102:4,395,28.3500537872314,28.2751693725586,33.66162109375,34.206226348877,5.4589998908340895,0,201.183029174805,25
Rhincodon,typus,-10.25,105.75,3110:205:2,3348,28.0218811035156,0.886452972888947,34.0426979064941,34.7188606262207,3.44099989160895,0,187.730239868164,27
Rhincodon,typus,-10.25,144.25,3114:104:1,474,27.1753005981445,5.2073450088501,34.6782875061035,34.4561767578125,1.90799997653812,0,182.657424926758,133
Rhincodon,typus,-10.25,147.75,3114:207:2,1662,27.4074077606201,2.57470011711121,34.4914016723633,34.6235733032227,6.41199992969632,0,135.652908325195,26
Rhincodon,typus,-10.25,150.75,3115:100:2,439,27.9286956787109,27.9356060028076,34.4365425109863,34.6544952392578,12.5820003449917,0,200.853103637695,24
Rhincodon,typus,-9.75,104.75,3010:394:4,4803,28.0376319885254,0.778833985328674,34.0234031677246,34.7156677246094,3.43700009398162,0,192.938568115234,178
Rhincodon,typus,-9.75,108.75,3010:498:4,3728,27.9779663085938,0.971387028694153,33.9492111206055,34.7187423706055,6.35500019416213,0,182.873428344727,251
Rhincodon,typus,-9.75,126.75,3012:496:4,1729,28.6669387817383,3.21442294120789,33.7031135559082,34.6327095031738,5.02299983054399,0,91.1226425170898,133
Rhincodon,typus,-9.75,-148.25,5014:498:3,4695,28.4115753173828,0.878768980503082,35.6737174987793,34.7036781311035,5.14899985864758,0,187.276824951172,274
Rhincodon,typus,-9.25,125.75,3012:495:2,562,28.6644020080566,6.4357008934021,33.7146949768066,34.5601463317871,5.61500014737248,0,104.006759643555,20
Rhincodon,typus,-9.25,160.25,3016:390:1,290,29.3140201568604,26.8608875274658,34.3675155639648,35.4428672790527,11.5560004487634,0,156.970153808594,20
Rhincodon,typus,-9.25,-35.25,5003:495:1,49,27.3074493408203,27.1531467437744,36.8688011169434,36.7467842102051,8.73200036585331,0,203.238555908203,21
Rhincodon,typus,-9.25,-127.75,5012:497:2,4362,26.754711151123,1.0622889995575,35.4481582641602,34.6949996948242,8.33099987357855,0,166.311096191406,1263
Rhincodon,typus,-9.25,-171.75,5017:391:2,2860,29.2145042419434,1.60507094860077,35.1400184631348,34.6640014648438,2.15100008063018,0,144.721664428711,27
Rhincodon,typus,-9.25,-172.25,5017:392:1,3924,29.2271881103516,1.12172996997833,35.1069984436035,34.7001266479492,1.91999995149672,0,181.159057617188,110
Rhincodon,typus,-8.75,13.25,3001:383:3,84,24.5558013916016,25.3257598876953,33.5388488769531,34.5567855834961,50.877999514341404,0,214.077102661133,19
Rhincodon,typus,-8.75,115.25,3011:485:3,373,27.7545280456543,23.405366897583,33.8233261108398,34.2003364562988,34.1859981417656,0,171.721481323242,23
Rhincodon,typus,-8.75,115.75,3011:485:4,399,28.0724315643311,17.2146892547607,33.368968963623,34.4688606262207,21.5969998389482,0,130.109497070313,26
Rhincodon,typus,-8.75,116.25,3011:486:3,165,28.1358737945557,15.3827905654907,33.2750511169434,34.344612121582,15.636160969734199,0,150.200134277344,12
Rhincodon,typus,-8.75,179.25,3017:489:3,3563,29.3901596069336,1.04298603534698,34.8362045288086,34.700553894043,2.08900007419288,0,185.647689819336,27
Rhincodon,typus,-8.75,-80.75,5008:380:4,4975,21.1972332000732,1.41551303863525,35.0066261291504,34.6838684082031,18.625000491738298,0,135.811065673828,207
Rhincodon,typus,-8.75,-137.75,5013:487:4,4172,27.4904689788818,1.08038401603699,35.4686279296875,34.6946296691895,7.46200000867248,0,167.589996337891,211
Rhincodon,typus,-8.25,114.75,3011:384:2,194,28.2144165039063,7.73378038406372,33.2910575866699,34.5821800231934,18.0685743689537,0,99.1592330932617,15
Rhincodon,typus,-8.25,178.25,3017:488:1,4027,29.4252281188965,0.837731003761292,34.8620872497559,34.7039985656738,2.51100002788007,0,199.050216674805,27
Rhincodon,typus,-8.25,-113.25,5011:383:1,3570,25.6877899169922,1.15622103214264,35.2765617370605,34.6840553283691,11.206000111997099,0,152.024307250977,2159
Rhincodon,typus,-7.75,39.75,3003:479:4,48,27.6341323852539,12.1434011459351,33.9933090209961,34.9051780700684,11.603360064327699,0,143.380599975586,25
Rhincodon,typus,-7.75,40.75,3004:370:4,2324,27.7101268768311,2.00753593444824,35.0739974975586,34.7455215454102,2.87500000558794,0,147.86540222168,165
Rhincodon,typus,-7.75,72.75,3007:372:4,3135,28.1825828552246,1.10764396190643,34.4825820922852,34.7198638916016,4.39599994570017,0,179.900512695313,133
Rhincodon,typus,-7.75,108.75,3010:478:4,60,27.7137928009033,27.4336318969727,33.7556953430176,34.2302551269531,29.2949993163347,0,197.025344848633,19
Rhincodon,typus,-7.75,113.25,3011:373:3,63,29.0090618133545,28.8885078430176,32.2837524414063,33.4198570251465,44.0290011465549,0,203.250366210938,11
Rhincodon,typus,-7.75,147.75,3014:477:4,640,29.0165195465088,28.2074146270752,34.2031784057617,34.8944358825684,17.5570007413626,0,198.85498046875,19
Rhincodon,typus,-7.75,-14.25,5001:374:3,2441,26.1303730010986,2.39772891998291,36.0198936462402,34.8916282653809,1.16400001570582,0,243.183517456055,27
Rhincodon,typus,-7.75,-81.75,5008:371:4,4597,21.5149726867676,1.40571105480194,34.931095123291,34.6806945800781,20.1200004667044,0,134.171310424805,231
Rhincodon,typus,-7.25,11.25,3001:371:1,1722,26.2813167572021,3.61746406555176,32.8563842773438,34.9399032592773,10.037999600172,0,211.350402832031,193
Rhincodon,typus,-7.25,72.25,3007:372:1,1066,28.1650943756104,5.9864559173584,34.5153045654297,34.7699508666992,5.12300012633204,0,85.7312927246094,27
Rhincodon,typus,-7.25,-13.25,5001:373:1,3379,26.1457958221436,2.38031101226807,35.9503784179688,34.8922271728516,1.7239999724552,0,241.559112548828,179
Rhincodon,typus,-7.25,-81.25,5008:371:1,4280,20.6316795349121,1.42213594913483,34.8359985351563,34.6806030273438,29.5899994671345,0,134.276504516602,166
Rhincodon,typus,-7.25,-82.25,5008:372:1,4358,21.6732387542725,1.40041494369507,34.8757095336914,34.6760292053223,22.8320006281137,0,133.374954223633,212
Rhincodon,typus,-7.25,-95.25,5009:475:1,3924,24.6601791381836,1.37642002105713,35.127571105957,34.67822265625,12.6879997551441,0,135.366973876953,903
Rhincodon,typus,-6.75,161.25,3016:361:3,1897,29.6565685272217,2.29959201812744,34.6282386779785,34.6152648925781,6.73600006848574,0,127.689819335938,231
Rhincodon,typus,-6.75,-82.75,5008:362:4,4195,21.9036865234375,1.39731299877167,34.8549194335938,34.6772003173828,21.9269990921021,0,132.909774780273,230
Rhincodon,typus,-6.25,10.25,3001:360:1,3032,26.3960762023926,2.40925192832947,33.1547966003418,34.9118499755859,11.629999615252,0,233.580718994141,270
Rhincodon,typus,-6.25,39.25,3003:469:1,22,27.4395713806152,27.3187561035156,34.4267578125,35.1044616699219,12.6320002600551,0,205.017974853516,22
Rhincodon,typus,-6.25,53.75,3005:363:2,3680,27.9152755737305,1.26821804046631,35.1653594970703,34.7309989929199,5.5030002258718,0,176.702301025391,291
Rhincodon,typus,-5.75,52.75,3005:352:4,3697,27.9931983947754,1.05189394950867,35.2369041442871,34.7269897460938,5.71099994704127,0,184.04573059082,354
Rhincodon,typus,-5.75,54.75,3005:354:4,3452,27.980375289917,1.34530794620514,35.1993675231934,34.7310333251953,6.266999989748,0,174.453033447266,180
Rhincodon,typus,-5.75,71.75,3007:351:4,614,28.458797454834,11.1797771453857,34.6465644836426,34.9579696655273,3.9559998549521005,0,108.617362976074,111
Rhincodon,typus,-5.75,123.75,3012:353:4,725,28.5797672271729,24.37890625,32.8281364440918,34.3650169372559,3.76500003039837,0,172.275695800781,111
Rhincodon,typus,-5.75,-85.25,5008:455:3,4030,23.2844657897949,1.38719403743744,34.9288864135742,34.6916198730469,13.7250004336238,0,132.823852539063,483
Rhincodon,typus,-5.75,-107.25,5010:457:3,3166,25.1536254882813,1.48756897449493,35.0532035827637,34.6760749816895,13.443999923765698,0,137.02214050293,1848
Rhincodon,typus,-5.75,-112.75,5011:352:4,4123,25.4986324310303,1.07620203495026,35.1031532287598,34.6898536682129,13.2309999316931,0,151.522842407227,1876
Rhincodon,typus,-5.25,10.75,3001:350:2,1988,26.1869525909424,3.47978496551514,29.8212795257568,34.9499931335449,14.7759998217225,0,220.195693969727,172
Rhincodon,typus,-5.25,39.25,3003:459:1,365,27.3428726196289,8.05109691619873,34.7541122436523,34.8869781494141,15.8319994807243,0,95.3135223388672,24
Rhincodon,typus,-5.25,150.25,3015:350:1,336,29.7689590454102,8.47788619995117,34.0408172607422,34.5885581970215,12.751000002026599,0,154.720443725586,23
Rhincodon,typus,-5.25,-33.75,5003:353:2,4343,27.7122535705566,0.858120977878571,36.0518608093262,34.7248992919922,1.03799998760223,0,237.934967041016,201
Rhincodon,typus,-5.25,-81.75,5008:351:2,4138,20.0816287994385,1.44374394416809,34.5934906005859,34.6785430908203,36.5770012140274,0,132.517181396484,96
Rhincodon,typus,-5.25,-82.25,5008:352:1,4253,20.6264839172363,1.40441203117371,34.6592674255371,34.685863494873,26.4960005879402,0,132.912200927734,148
Rhincodon,typus,-5.25,-83.75,5008:353:2,3612,22.1866607666016,1.39974105358124,34.8193969726563,34.6869506835938,16.0980001091957,0,132.51643371582,309
Rhincodon,typus,-4.75,10.75,3001:140:4,1907,26.0532283782959,3.48589396476746,29.4701194763184,34.9518051147461,15.328000299632501,0,220.418991088867,129
Rhincodon,typus,-4.75,39.25,3003:249:3,134,27.2665843963623,26.8097724914551,34.713062286377,35.1427001953125,17.6190007477999,0,206.182662963867,16
Rhincodon,typus,-4.75,52.75,3005:142:4,4021,28.2070636749268,1.19679796695709,35.3149681091309,34.7334823608398,5.27699990198016,0,178.301330566406,332
Rhincodon,typus,-4.75,55.25,3005:245:3,101,28.0530738830566,24.4338035583496,35.2565383911133,35.2713584899902,8.61399993300438,0,192.818893432617,27
Rhincodon,typus,-4.75,55.75,3005:245:4,50,28.0562019348145,26.7658576965332,35.233814239502,35.2241096496582,8.3370003849268,0,200.969223022461,111
Rhincodon,typus,-4.75,-37.25,5003:247:3,17,27.7638740539551,27.6566143035889,35.807300567627,36.1932029724121,8.58100038021803,0,201.216186523438,15
Rhincodon,typus,-4.75,-82.25,5008:142:3,4153,20.6286201477051,1.40441298484802,34.5845642089844,34.685863494873,25.317000225186298,0,132.912139892578,139
Rhincodon,typus,-4.75,-82.75,5008:142:4,3523,21.0541343688965,1.4305419921875,34.683349609375,34.6850929260254,19.9689995497465,0,132.463836669922,194
Rhincodon,typus,-4.25,11.25,3001:141:1,89,25.6444396972656,19.9574089050293,27.6368923187256,35.8543891906738,19.6640007197857,0,141.725341796875,26
Rhincodon,typus,-4.25,39.25,3003:249:1,3,27.221607208252,26.6245346069336,34.6126823425293,35.1572723388672,19.368780776858298,0,205.241638183594,0
Rhincodon,typus,-4.25,55.75,3005:245:2,65,28.1799335479736,28.0188388824463,35.2465171813965,35.2482414245605,8.44599958509207,0,200.840103149414,27
Rhincodon,typus,-4.25,-81.75,5008:141:2,3764,21.0051689147949,1.44321894645691,34.4406509399414,34.6815414428711,34.205000847578,0,131.739715576172,83
Rhincodon,typus,-3.75,39.75,3003:239:4,166,27.1989727020264,25.5642757415771,34.6795234680176,35.1620178222656,20.7389537245035,0,200.626586914063,10
Rhincodon,typus,-3.75,72.75,3007:132:4,3190,29.0206680297852,1.36250901222229,34.8044853210449,34.7330017089844,2.19399994239211,0,167.954315185547,231
Rhincodon,typus,-3.75,-32.25,5003:132:3,3135,27.5938892364502,2.11559700965881,35.9852867126465,34.9128112792969,1.67799997143447,0,252.217803955078,27
Rhincodon,typus,-3.75,-80.75,5008:130:4,97,22.987024307251,19.2451057434082,34.0948333740234,34.6858329772949,63.453286886215196,0,159.521087646484,14
Rhincodon,typus,-3.75,-83.75,5008:133:4,3077,21.8489227294922,1.44830894470215,34.8018684387207,34.6800956726074,14.538000337779499,0,130.41911315918,310
Rhincodon,typus,-3.75,-84.25,5008:134:3,3289,22.1946830749512,1.43434703350067,34.8302574157715,34.6879768371582,13.9920003712177,0,131.468673706055,364
Rhincodon,typus,-3.75,-99.25,5009:239:3,3601,24.4313697814941,1.36439597606659,34.8889350891113,34.6814308166504,14.9290002882481,0,137.737030029297,975
Rhincodon,typus,-3.75,-103.75,5010:133:4,3214,24.628849029541,1.2905410528183,34.9363021850586,34.6863555908203,14.636999927461101,0,140.132431030273,1444
Rhincodon,typus,-3.25,41.25,3004:131:1,1826,27.4270706176758,2.10723400115967,35.1152458190918,34.7679138183594,7.3429998010397,0,144.746429443359,129
Rhincodon,typus,-3.25,134.75,3013:134:2,4,29.0449867248535,22.1744556427002,33.6736869812012,35.0233917236328,11.7201721295714,0,152.270523071289,4
Rhincodon,typus,-3.25,-80.25,5008:130:1,41,24.4630508422852,23.6838569641113,33.8153686523438,34.5466766357422,80.2600011229515,0,218.193252563477,24
Rhincodon,typus,-3.25,-81.25,5008:131:1,1558,23.0815677642822,4.38640594482422,34.0197563171387,34.568977355957,35.0419990718365,0,51.2204627990723,97
Rhincodon,typus,-3.25,-83.75,5008:133:2,3134,21.8869972229004,1.45156598091125,34.7632637023926,34.6797103881836,14.178000390529599,0,129.798553466797,323
Rhincodon,typus,-3.25,-91.25,5009:131:1,3589,24.0363826751709,1.38983798027039,34.7262344360352,34.674243927002,14.759000390768099,0,132.778427124023,304
Rhincodon,typus,-3.25,-99.25,5009:239:1,3537,24.3361225128174,1.36525797843933,34.8783645629883,34.6814651489258,15.1899997144938,0,137.81884765625,953
Rhincodon,typus,-2.75,7.25,3000:227:3,3912,26.2310829162598,1.94257998466492,34.0719413757324,34.8860015869141,10.606000199914,0,232.163330078125,271
Rhincodon,typus,-2.75,40.25,3004:120:3,43,27.1228294372559,27.0254154205322,34.6340408325195,35.2242774963379,25.166999548673598,0,206.004302978516,15
Rhincodon,typus,-2.75,-40.25,5004:120:3,70,27.8941593170166,27.7303447723389,36.133918762207,35.9651107788086,5.59400022029877,0,200.671157836914,17
Rhincodon,typus,-2.75,-84.25,5008:124:3,3047,22.209903717041,1.47593998908997,34.7186737060547,34.6787567138672,13.8370003551245,0,127.400840759277,395
Rhincodon,typus,-2.75,-92.25,5009:122:3,3511,23.7073860168457,1.38609600067139,34.6596221923828,34.6778259277344,16.2049997597933,0,132.336944580078,304
Rhincodon,typus,-2.75,-113.75,5011:123:4,4243,25.022777557373,1.06366395950317,35.0573844909668,34.6920013427734,14.476000331342199,0,149.916397094727,1585
Rhincodon,typus,-2.25,8.75,3000:228:2,1007,26.091775894165,7.26399278640747,32.6499137878418,34.6635818481445,10.8150001615286,0,71.8026123046875,96
Rhincodon,typus,-2.25,40.75,3004:120:2,25,27.0006504058838,26.9989471435547,34.5607490539551,35.2563781738281,19.3199999630451,0,205.599151611328,9
Rhincodon,typus,-2.25,146.75,3014:226:2,152,29.620849609375,14.8285160064697,34.464183807373,35.3180656433105,20.0559999793768,0,149.671813964844,23
Rhincodon,typus,-2.25,-84.25,5008:124:1,2634,22.3590812683105,1.52691400051117,34.5574645996094,34.6783027648926,13.937000185251199,0,124.21004486084,420
Rhincodon,typus,-2.25,-91.25,5009:121:1,3130,23.6263866424561,1.42665994167328,34.5460090637207,34.6711463928223,17.3729993402958,0,129.015167236328,213
Rhincodon,typus,-1.75,7.75,3000:217:4,2836,26.3954238891602,2.54382801055908,33.3511734008789,34.918815612793,9.92599967867136,0,235.409744262695,180
Rhincodon,typus,-1.75,-93.25,5009:113:3,3360,23.289852142334,1.39381694793701,34.7160606384277,34.6798286437988,19.1539991647005,0,129.425308227539,291
Rhincodon,typus,-1.75,-93.75,5009:113:4,3298,23.3919906616211,1.39253103733063,34.7450180053711,34.6807136535645,18.4480007737875,0,129.580535888672,334
Rhincodon,typus,-1.25,167.75,3016:217:2,3923,29.2031936645508,1.17675495147705,35.0252571105957,34.6819305419922,6.8979999050498,0,165.704345703125,180
Rhincodon,typus,-1.25,-135.75,5013:215:2,4353,25.7184791564941,0.977042019367218,35.2379684448242,34.6949996948242,13.8010000810027,0,166.59895324707,966
Rhincodon,typus,-1.25,-142.25,5014:112:1,4415,26.1789207458496,0.980931997299194,35.2846488952637,34.6981201171875,13.309000059962301,0,167.458435058594,797
Rhincodon,typus,-0.75,3.75,3000:103:4,4086,26.757194519043,2.01253795623779,34.6689338684082,34.8864440917969,8.73900018632412,0,235.570434570313,285
Rhincodon,typus,-0.75,53.25,3005:103:3,4881,28.2800788879395,0.939032971858978,35.372615814209,34.7167472839355,8.55000037699938,0,183.590911865234,534
Rhincodon,typus,-0.75,166.75,3016:206:4,3928,29.1620655059814,1.09873402118683,34.9974517822266,34.6920013427734,6.68899994343519,0,171.964324951172,28
Rhincodon,typus,-0.75,-80.75,5008:100:4,216,25.2663993835449,16.6329441070557,32.7602233886719,35.073974609375,37.1610000729561,0,103.642486572266,25
Rhincodon,typus,-0.75,-81.75,5008:101:4,1507,24.8864269256592,2.94934010505676,33.2300262451172,34.6212425231934,22.102000191807697,0,77.7259521484375,148
Rhincodon,typus,-0.75,-89.25,5008:209:3,518,23.9054794311523,8.06673240661621,34.1592216491699,34.6368446350098,20.771000534296,0,14.1846084594727,26
Rhincodon,typus,-0.75,-89.75,5008:209:4,357,23.8102130889893,8.06206130981445,34.1738739013672,34.6361045837402,28.2249990850687,0,14.4682569503784,28
Rhincodon,typus,-0.75,-90.25,5009:100:3,129,23.7130146026611,14.5054817199707,34.2055778503418,34.9983940124512,30.222000554204,0,81.6696166992188,22
Rhincodon,typus,-0.75,-90.75,5009:100:4,138,23.5606651306152,14.0146741867065,34.2012634277344,34.9972610473633,38.7089997529984,0,63.4854316711426,22
Rhincodon,typus,-0.75,-92.25,5009:102:3,3213,22.4915637969971,1.41750597953796,34.6904945373535,34.6749839782715,27.4420008063316,0,126.796356201172,134
Rhincodon,typus,-0.25,6.75,3000:206:2,2903,27.0142688751221,2.31139707565308,33.0574798583984,34.9063758850098,6.13499991595745,0,235.017364501953,111
Rhincodon,typus,-0.25,9.25,3000:209:1,31,27.1352634429932,27.4086532592773,29.1966609954834,33.4468383789063,13.306000269949399,0,209.052032470703,19
Rhincodon,typus,-0.25,-90.75,5009:100:2,680,23.9415283203125,6.87583017349243,34.1191825866699,34.7814598083496,29.101958498358698,0,86.7509765625,24
Rhincodon,typus,-0.25,-91.75,5009:101:2,2692,22.8343372344971,2.90076088905334,34.6513023376465,34.6067733764648,53.9430007338524,0,84.3202972412109,26
Rhincodon,typus,-0.25,-94.75,5009:104:2,3387,23.5858497619629,1.38993799686432,34.5219688415527,34.6820793151855,17.060000449419,0,126.853630065918,389
Rhincodon,typus,0.25,0.25,1000:100:1,4896,27.2128868103027,1.81861698627472,34.8309631347656,34.8551635742188,7.13599985465407,0,236.699188232422,594
Rhincodon,typus,0.25,6.75,1000:206:2,1148,27.275634765625,8.01034164428711,32.8478736877441,34.6581802368164,4.92200022563338,0,67.7270584106445,22
Rhincodon,typus,0.25,117.75,1011:207:2,301,29.077766418457,8.25385856628418,32.5595283508301,34.4824485778809,9.85400006175041,0,114.958862304688,26
Rhincodon,typus,0.25,146.75,1014:206:2,4258,29.7275886535645,1.22660601139069,34.3554992675781,34.6839752197266,5.28499996289611,0,153.224578857422,278
Rhincodon,typus,0.25,173.75,1017:103:2,2135,28.6302680969238,1.43809604644775,35.1458892822266,34.670581817627,9.01299994438887,0,141.25146484375,28
Rhincodon,typus,0.25,174.75,1017:104:2,4773,28.6010990142822,0.801531970500946,35.1577453613281,34.7076873779297,8.09499993920326,0,198.098709106445,167
Rhincodon,typus,0.25,-12.75,7001:102:2,4359,26.161642074585,1.82102000713348,35.6142044067383,34.8618011474609,14.9929998442531,0,243.722961425781,684
Rhincodon,typus,0.25,-176.25,7017:206:1,4642,27.9804420471191,0.790982007980347,35.2308006286621,34.7065773010254,9.10400040447712,0,197.151565551758,28
Rhincodon,typus,0.75,73.25,1007:103:3,291,29.2202529907227,29.2380657196045,34.9950637817383,35.041748046875,4.05800016596913,0,198.155471801758,27
Rhincodon,typus,0.75,104.75,1010:104:4,13,29.1343975067139,29.2574291229248,31.7833137512207,32.2773246765137,10.1220002397895,0,201.128921508789,26
Rhincodon,typus,0.75,117.75,1011:207:4,116,29.0735683441162,27.1878871917725,32.4883117675781,34.1837272644043,10.551000013947501,0,198.934860229492,12
Rhincodon,typus,0.75,123.25,1012:103:3,18,29.3367137908936,3.1539318561554,32.7425003051758,34.5868148803711,2.77715479023755,0,99.6879806518555,4
Rhincodon,typus,0.75,-29.25,7002:209:3,3053,27.3308811187744,2.31866693496704,35.7452049255371,34.9211616516113,5.28800021857023,0,249.395111083984,657
Rhincodon,typus,0.75,-87.25,7008:207:3,2559,25.3831615447998,1.89444303512573,33.7604713439941,34.6691780090332,11.0919997096062,0,100.48070526123,334
Rhincodon,typus,0.75,-87.75,7008:207:4,2397,25.3480224609375,1.93133199214935,33.765983581543,34.6483345031738,11.0430000349879,0,98.1731643676758,292
Rhincodon,typus,0.75,-176.75,7017:206:4,4327,28.0392379760742,1.02894198894501,35.1842193603516,34.6927719116211,8.73600039631128,0,176.579116821289,28
Rhincodon,typus,1.25,9.25,1000:219:1,377,27.6203212738037,27.864501953125,25.8716640472412,33.903923034668,6.01600017398596,0,221.734222412109,27
Rhincodon,typus,1.25,103.75,1010:113:2,13,29.1826286315918,29.5868396759033,30.81960105896,33.0659141540527,44.1940017044544,0,203.936279296875,22
Rhincodon,typus,1.25,118.75,1011:218:2,66,29.0245590209961,28.3603363037109,32.3663711547852,34.0313682556152,6.41100015491247,0,202.601974487305,16
Rhincodon,typus,1.25,-29.25,7002:219:1,3349,27.5016841888428,2.15994310379028,35.6376724243164,34.9071159362793,3.96799994632602,0,248.569610595703,704
Rhincodon,typus,1.25,-91.75,7009:111:2,2079,25.3384418487549,2.18405699729919,33.7979850769043,34.6438827514648,10.898999869823498,0,101.260902404785,111
Rhincodon,typus,1.25,-92.25,7009:112:1,2423,25.3260326385498,1.86187398433685,33.8250274658203,34.6627769470215,11.1140003427863,0,111.455009460449,134
Rhincodon,typus,1.75,9.25,1000:219:3,1196,27.7102699279785,5.4777979850769,25.2876987457275,34.5338706970215,4.6080001629889,0,106.905860900879,83
Rhincodon,typus,1.75,73.75,1007:113:4,1918,29.2357959747314,2.09435510635376,34.9751853942871,34.7555389404297,3.23199992999434,0,135.239410400391,134
Rhincodon,typus,1.75,118.25,1011:218:3,63,29.1347904205322,28.5086936950684,32.0096168518066,34.0299682617188,13.357000425457999,0,202.830932617188,21
Rhincodon,typus,1.75,124.75,1012:114:4,1581,29.2000217437744,29.226583480835,33.0082702636719,33.978816986084,2.77599995024502,0,199.626602172852,26
Rhincodon,typus,1.75,-80.25,7008:110:3,3043,26.68479347229,1.87732303142548,32.582836151123,34.6681518554688,19.480999559163998,0,96.9728469848633,129
Rhincodon,typus,1.75,-88.25,7008:218:3,2596,26.360071182251,1.88567101955414,33.416332244873,34.6698570251465,8.9699998497963,0,98.9527053833008,334
Rhincodon,typus,1.75,-91.75,7009:111:4,2100,25.9801502227783,2.18051409721375,33.6003913879395,34.6440315246582,8.90399981290102,0,100.596382141113,27
Rhincodon,typus,1.75,-92.25,7009:112:3,2333,26.0000686645508,1.86593496799469,33.626350402832,34.6641502380371,9.04299970716238,0,110.541717529297,111
Rhincodon,typus,1.75,-93.25,7009:113:3,2632,26.1193675994873,1.63199198246002,33.6810264587402,34.6640434265137,9.04399994760752,0,119.21297454834,222
Rhincodon,typus,1.75,-155.75,7015:215:4,4553,27.0983963012695,0.880291998386383,35.1527214050293,34.6950607299805,11.3979997113347,0,179.234512329102,222
Rhincodon,typus,1.75,-157.25,7015:217:3,1162,27.1396160125732,26.147087097168,35.1629066467285,35.1423072814941,12.168999761343,0,184.94775390625,28
Rhincodon,typus,2.25,2.25,1000:122:1,4465,27.9508838653564,1.86228704452515,34.5372314453125,34.8730735778809,5.66100003197789,0,234.999038696289,447
Rhincodon,typus,2.25,52.25,1005:122:1,5116,27.8807125091553,0.934251010417938,35.364128112793,34.7172775268555,9.67600010335445,0,182.935348510742,544
Rhincodon,typus,2.25,73.25,1007:123:1,373,29.1593589782715,6.40986013412476,34.9847869873047,34.9472503662109,4.03699977323413,0,60.0668754577637,28
Rhincodon,typus,2.25,104.75,1010:124:2,45,28.9442691802979,26.1512832641602,32.1279449462891,33.4321060180664,7.01300008222461,0,195.781372070313,111
Rhincodon,typus,2.25,105.75,1010:225:2,37,29.0278663635254,26.3631763458252,32.5151672363281,33.4446983337402,2.80399993062019,0,198.437576293945,111
Rhincodon,typus,2.25,118.25,1011:228:1,97,29.1564540863037,28.9539127349854,32.0114440917969,33.9438133239746,16.5630001574755,0,200.520721435547,26
Rhincodon,typus,2.25,120.75,1012:120:2,4942,29.4095783233643,3.05111598968506,32.9664993286133,34.5957641601563,2.39900010637939,0,89.1415786743164,167
Rhincodon,typus,2.25,124.75,1012:124:2,3403,29.3987884521484,3.26546502113342,32.9882545471191,34.6085052490234,2.73799989372492,0,93.6218643188477,111
Rhincodon,typus,2.25,-18.25,7001:228:1,4897,27.6361312866211,1.83162498474121,35.114070892334,34.8197250366211,2.9980000108480502,0,243.345245361328,914
Rhincodon,typus,2.25,-86.25,7008:226:1,2881,26.755786895752,1.88609802722931,33.2222290039063,34.6662826538086,9.16699972003698,0,98.1283645629883,460
Rhincodon,typus,2.25,-96.25,7009:226:1,2720,26.4903564453125,1.61389899253845,33.7297439575195,34.6621627807617,8.12899973243475,0,120.80322265625,559
Rhincodon,typus,2.25,-122.75,7012:122:2,4574,26.1145801544189,1.01345300674438,34.7042770385742,34.6945915222168,11.424000374972799,0,157.365783691406,1792
Rhincodon,typus,2.75,9.25,1000:229:3,1490,27.862585067749,4.31603097915649,26.5461483001709,34.8149757385254,2.64200009405613,0,181.183090209961,83
Rhincodon,typus,2.75,104.25,1010:124:3,21,28.8676300048828,22.5761280059814,31.8059673309326,34.2622489929199,13.7109998613596,0,169.254455566406,27
Rhincodon,typus,2.75,105.25,1010:225:3,51,28.9605655670166,28.032844543457,32.5056953430176,33.4443511962891,3.0129998922348,0,204.585189819336,111
Rhincodon,typus,2.75,-18.75,7001:228:4,5000,27.8160152435303,1.83215999603271,35.0113983154297,34.8195343017578,2.05400004051626,0,243.204498291016,916
