Mapping parameters for Rhincodon typus (Whale shark)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 1215)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Rhincodon,typus,9.75,100.25,1010:390:3,28,29.3478164672852,29.3541412353516,30.6647815704346,32.248908996582,2.71999998949468,0,203.638259887695,26
Rhincodon,typus,9.75,117.75,1011:497:4,1294,29.0386505126953,5.28668403625488,32.6322593688965,34.5288200378418,3.90399992465973,0,76.3685531616211,110
Rhincodon,typus,9.75,118.75,1011:498:4,154,28.8987426757813,17.9959526062012,32.5184173583984,34.4747467041016,3.3009999897331,0,122.372764587402,19
Rhincodon,typus,9.75,123.25,1012:393:3,59,28.5397891998291,12.4148283004761,32.8307304382324,34.4589080810547,19.291000440716697,0,90.5737915039063,14
Rhincodon,typus,9.75,123.75,1012:393:4,247,28.5469932556152,18.378978729248,32.8160133361816,34.5940361022949,24.6200002729893,0,67.5649337768555,21
Rhincodon,typus,9.75,125.25,1012:495:3,990,28.5114898681641,3.5035879611969,33.1231689453125,34.5835113525391,7.31199979782104,0,87.9840240478516,25
Rhincodon,typus,9.75,-13.75,7001:393:4,43,27.8308162689209,27.9225234985352,32.2029457092285,34.0322380065918,27.080999687313998,0,204.955017089844,19
Rhincodon,typus,9.75,-56.75,7005:496:4,3533,28.2184619903564,2.1737380027771,33.8608665466309,34.9090881347656,3.56299988925457,0,263.999877929688,364
Rhincodon,typus,9.75,-75.75,7007:495:4,32,28.9247665405273,28.7992496490479,34.8529853820801,35.6793251037598,31.900998204946497,0,203.129684448242,23
Rhincodon,typus,9.75,-82.75,7008:392:4,493,28.2756862640381,19.1494598388672,35.1061935424805,36.3815536499023,5.89600019156933,0,165.199951171875,15
Rhincodon,typus,9.75,-84.75,7008:394:4,104,28.6631088256836,17.361572265625,31.6010837554932,34.7450103759766,27.667000889778098,0,74.7026824951172,20
Rhincodon,typus,9.75,-108.75,7010:498:4,3094,28.1452941894531,1.29650402069092,33.376880645752,34.6824798583984,7.08399992436171,0,131.52717590332,133
Rhincodon,typus,9.75,-131.25,7013:391:3,4917,26.9920673370361,0.958344995975494,34.0369873046875,34.6931419372559,5.52200013771653,0,170.078033447266,2068
Rhincodon,typus,10.25,51.25,1105:101:1,72,25.9298515319824,24.4625015258789,35.7588233947754,35.6555786132813,29.067000374198003,0,188.954238891602,26
Rhincodon,typus,10.25,76.25,1107:206:1,78,28.4243450164795,28.0107803344727,34.3648910522461,34.3820190429688,22.7497033774853,0,195.201522827148,11
Rhincodon,typus,10.25,99.25,1109:209:1,15,29.1177558898926,29.3335914611816,29.8746242523193,32.1723594665527,10.520000010728799,0,203.378829956055,17
Rhincodon,typus,10.25,99.75,1109:209:2,30,29.1591644287109,28.9512996673584,30.2022800445557,32.6797523498535,3.23099992237985,0,202.843597412109,27
Rhincodon,typus,10.25,123.75,1112:103:2,83,28.7131805419922,26.8517360687256,32.7875061035156,34.3770866394043,20.703999325633,0,191.818374633789,15
Rhincodon,typus,10.25,124.75,1112:104:2,43,28.6561527252197,28.6383628845215,33.214786529541,34.1095123291016,10.397999547421898,0,198.8671875,20
Rhincodon,typus,10.25,125.25,1112:205:1,141,28.5285987854004,15.9638204574585,33.6049728393555,34.4986038208008,3.26499994844198,0,91.8494033813477,22
Rhincodon,typus,10.25,-62.25,7106:102:1,13,28.1643180847168,27.006233215332,29.3931140899658,35.5141067504883,32.4760004878044,0,208.994354248047,26
Rhincodon,typus,10.25,-64.75,7106:104:2,191,26.2807769775391,26.5040054321289,36.3181037902832,35.967887878418,28.8999993354082,0,208.242858886719,18
Rhincodon,typus,10.25,-65.25,7106:205:1,73,26.6255741119385,26.4562473297119,36.2642250061035,36.2489242553711,23.5569998621941,0,209.078994750977,20
Rhincodon,typus,10.25,-83.25,7108:103:1,349,28.2165126800537,26.5958824157715,35.1009864807129,36.5471115112305,11.386999860405899,0,210.987823486328,15
Rhincodon,typus,10.25,-85.25,7108:205:1,18,28.5730419158936,28.2950668334961,31.8242835998535,33.5037574768066,38.577999919652896,0,207.452545166016,4
Rhincodon,typus,10.25,-85.75,7108:205:2,280,28.4236907958984,14.2987661361694,32.1298332214355,34.3710632324219,42.5217226147652,0,95.5580444335938,13
Rhincodon,typus,10.25,-108.75,7110:208:2,2813,28.197624206543,1.4414199590683,33.4191551208496,34.673999786377,7.1229999884963,0,124.642082214355,109
Rhincodon,typus,10.25,-109.25,7110:209:1,2640,28.1689491271973,1.92897701263428,33.4032745361328,34.6442375183105,7.10499985143542,0,101.041305541992,27
Rhincodon,typus,10.75,92.75,1109:102:4,533,28.8711795806885,5.23578691482544,32.3796768188477,34.8883209228516,2.12999992072582,0,68.8815383911133,26
Rhincodon,typus,10.75,99.25,1109:209:3,8,29.0359859466553,29.2055969238281,30.2687587738037,32.2978134155273,6.82163145393133,0,203.442825317383,7
Rhincodon,typus,10.75,103.25,1110:103:3,14,29.2130432128906,29.2261428833008,30.1123714447021,31.7629947662354,8.13800003379583,0,202.19743347168,26
Rhincodon,typus,10.75,108.25,1110:208:3,22,27.52294921875,27.1094551086426,32.1549301147461,33.3068618774414,24.5040003210306,0,207.456268310547,25
Rhincodon,typus,10.75,121.75,1112:101:4,598,28.803955078125,9.99233818054199,32.3447723388672,34.4501953125,5.33699989318848,0,57.1104888916016,27
Rhincodon,typus,10.75,122.75,1112:102:4,13,28.6627388000488,28.6592750549316,32.3593521118164,33.9023094177246,17.2610003501177,0,199.764038085938,17
Rhincodon,typus,10.75,-60.25,7106:100:3,448,28.1892967224121,5.4861741065979,33.7353630065918,34.6182479858398,14.721999876201199,0,171.385192871094,109
Rhincodon,typus,10.75,-60.75,7106:100:4,78,28.055814743042,26.7062816619873,32.9331970214844,36.1246337890625,29.1259996592999,0,201.952178955078,27
Rhincodon,typus,10.75,-63.75,7106:103:4,27,26.1119728088379,26.3143501281738,36.1604118347168,35.8665428161621,37.6689992845058,0,208.771026611328,20
Rhincodon,typus,10.75,-67.25,7106:207:3,664,27.082088470459,9.51171207427979,36.3916053771973,34.8911247253418,10.1979998871684,0,159.335006713867,22
Rhincodon,typus,10.75,-79.25,7107:209:3,3490,28.2099208831787,3.85720300674438,35.5627555847168,34.9776382446289,0.24600001052022002,0,195.0146484375,166
Rhincodon,typus,10.75,-82.25,7108:102:3,2268,28.370813369751,3.8811628818512,35.5988960266113,34.9726219177246,0.213999999687076,0,200.826171875,129
Rhincodon,typus,11.25,72.75,1107:112:2,1021,28.8378791809082,9.8987398147583,35.1283531188965,35.2865180969238,1.93999998737127,0,21.3840198516846,26
Rhincodon,typus,11.25,75.75,1107:215:2,3,28.3429393768311,28.3512115478516,34.5962181091309,34.485897064209,21.217999979853598,0,200.054504394531,17
Rhincodon,typus,11.25,79.75,1107:219:2,52,28.7032928466797,24.5885047912598,33.098503112793,33.7654151916504,13.9985121786594,0,165.9453125,8
Rhincodon,typus,11.25,90.75,1109:110:2,3234,28.8330821990967,1.30041599273682,32.827938079834,34.7406311035156,1.81399995926768,0,147.992477416992,227
Rhincodon,typus,11.25,97.75,1109:217:2,14,28.7408142089844,28.0302867889404,31.2441654205322,33.1673889160156,1.90499995369464,0,189.623931884766,109
Rhincodon,typus,11.25,101.25,1110:111:1,50,29.2784614562988,29.2021427154541,30.9738464355469,32.7174110412598,2.13799998164177,0,204.47883605957,191
Rhincodon,typus,11.25,119.25,1111:219:1,166,28.7801265716553,28.8241901397705,32.4824752807617,33.4671440124512,4.39100014045835,0,199.653442382813,25
Rhincodon,typus,11.25,-16.25,7101:216:1,4,27.2431259155273,27.2369709014893,34.0894889831543,35.0003890991211,13.6190000921488,0,203.83317565918,25
Rhincodon,typus,11.25,-60.75,7106:110:2,137,27.9995250701904,28.0069942474365,33.4652671813965,34.1487846374512,18.97899992764,0,204.654235839844,26
Rhincodon,typus,11.25,-74.25,7107:114:1,415,27.4897632598877,27.7139358520508,35.2395401000977,35.8376579284668,29.831999912858,0,205.404678344727,21
Rhincodon,typus,11.25,-75.75,7107:215:2,2159,28.0574588775635,3.9250590801239,35.322509765625,34.9707183837891,2.18699988909066,0,210.747055053711,129
Rhincodon,typus,11.25,-87.75,7108:217:2,4303,27.7989845275879,1.41696298122406,33.0309448242188,34.6949996948242,29.1310008615255,0,136.974594116211,170
Rhincodon,typus,11.75,42.75,1104:112:4,144,29.2137260437012,16.9506340026855,36.4770660400391,35.9546318054199,15.593999996781301,0,81.1887512207031,8
Rhincodon,typus,11.75,43.25,1104:113:3,275,29.1036720275879,26.8521404266357,36.4822082519531,36.1835861206055,17.4899995326996,0,197.812042236328,22
Rhincodon,typus,11.75,43.75,1104:113:4,478,28.7680187225342,11.8693151473999,36.4275398254395,36.561954498291,10.5490004643798,0,15.3505973815918,95
Rhincodon,typus,11.75,75.25,1107:215:3,11,28.4280662536621,26.9716053009033,34.7424926757813,35.0363502502441,19.3509999662638,0,179.793151855469,26
Rhincodon,typus,11.75,120.25,1112:110:3,31,28.6463050842285,27.3490562438965,32.4178352355957,33.8799133300781,3.1649998854845802,0,208.42643737793,26
Rhincodon,typus,11.75,122.25,1112:112:3,354,28.5851516723633,17.0276832580566,32.075626373291,34.337043762207,6.64605805650353,0,129.60124206543,15
Rhincodon,typus,11.75,-65.75,7106:215:4,1395,27.3519954681396,4.05183601379395,35.4281234741211,34.9642906188965,6.3450001180172,0,203.555740356445,109
Rhincodon,typus,11.75,-82.75,7108:112:4,1453,28.281982421875,3.96477794647217,35.6711807250977,34.9717330932617,0.44199998956173703,0,215.839294433594,110
Rhincodon,typus,11.75,-83.75,7108:113:4,19,28.1559944152832,27.6651191711426,35.0740242004395,36.0095672607422,18.0809777230024,0,200.410980224609,13
Rhincodon,typus,11.75,-86.75,7108:216:4,83,28.0203247070313,17.5767192840576,31.6087055206299,34.8369560241699,37.3900011181831,0,71.8538208007813,26
Rhincodon,typus,11.75,-90.25,7109:110:3,3609,28.4648952484131,1.42256104946136,33.2412567138672,34.6734008789063,19.5620004087687,0,121.348030090332,248
Rhincodon,typus,12.25,53.75,1105:123:2,68,26.6012668609619,21.4726047515869,35.9381256103516,35.5952224731445,22.1069995313883,0,143.757858276367,21
Rhincodon,typus,12.25,54.25,1105:124:1,633,26.7155780792236,10.2846527099609,35.954475402832,35.5468482971191,19.398000091314298,0,22.1723613739014,24
Rhincodon,typus,12.25,101.75,1110:121:2,29,29.193323135376,29.6043682098389,29.583517074585,32.1919288635254,5.6659998372197204,0,204.407363891602,84
Rhincodon,typus,12.25,109.25,1110:229:1,17,27.2854061126709,27.5757102966309,32.8615379333496,33.3687057495117,6.24699983745813,0,205.518814086914,16
Rhincodon,typus,12.25,110.75,1111:120:2,2473,28.1415214538574,2.1626501083374,32.7139587402344,34.6315727233887,3.091000020504,0,102.341934204102,190
Rhincodon,typus,12.25,123.25,1112:123:1,154,28.5151195526123,28.5482311248779,32.170238494873,34.0279960632324,5.29799982905388,0,199.17204284668,20
Rhincodon,typus,12.25,123.75,1112:123:2,15,28.1415882110596,28.4801635742188,32.4422492980957,34.056827545166,6.4229997806251,0,198.925552368164,14
Rhincodon,typus,12.25,-61.25,7106:121:1,899,28.0157299041748,4.50355291366577,34.2108726501465,34.9953536987305,7.39799998700619,0,203.296813964844,109
Rhincodon,typus,12.25,-61.75,7106:121:2,1553,28.0202827453613,13.4170455932617,34.3146018981934,35.3791656494141,7.36000016331673,0,152.633834838867,26
Rhincodon,typus,12.25,-68.25,7106:228:1,1138,27.6710433959961,24.5498104095459,35.4889106750488,36.7739639282227,2.59699998423457,0,208.124084472656,26
Rhincodon,typus,12.25,-68.75,7106:228:2,1188,27.6076831817627,4.05381917953491,35.6572227478027,34.9672164916992,2.70500010810792,0,208.183944702148,26
Rhincodon,typus,12.25,-69.75,7106:229:2,295,27.2632217407227,12.8901214599609,36.100513458252,35.6331024169922,4.05600015074015,0,152.362045288086,24
Rhincodon,typus,12.25,-91.25,7109:121:1,3653,28.8590183258057,1.42486000061035,33.2007255554199,34.6728935241699,18.1050002574921,0,121.758834838867,202
Rhincodon,typus,12.25,-92.75,7109:122:2,3911,28.9728031158447,1.41621494293213,33.3204917907715,34.6716232299805,15.8220008015633,0,123.398406982422,271
Rhincodon,typus,12.75,42.75,1104:122:4,1,28.8819389343262,22.5440921783447,36.5065231323242,36.3999137878418,15.254391357302701,0,143.829895019531,4
Rhincodon,typus,12.75,43.25,1104:123:3,75,28.7300033569336,17.7219104766846,36.434871673584,35.9653015136719,16.129000112414403,0,90.6930694580078,20
Rhincodon,typus,12.75,45.25,1104:225:3,433,28.4471549987793,10.546028137207,36.1891593933105,36.4662818908691,20.8700001239777,0,11.3368253707886,26
Rhincodon,typus,12.75,47.75,1104:227:4,2138,28.6618938446045,2.89674592018127,36.3130187988281,34.763500213623,8.83900001645088,0,68.4035263061523,148
Rhincodon,typus,12.75,48.25,1104:228:3,2050,28.6556968688965,3.05678009986877,36.2955665588379,34.865364074707,9.6220001578331,0,59.7016105651855,172
Rhincodon,typus,12.75,74.75,1107:124:4,82,28.5610790252686,28.0642471313477,34.9026069641113,34.9846458435059,14.433999545872199,0,197.479232788086,23
Rhincodon,typus,12.75,101.75,1110:121:4,13,29.2165470123291,29.2601928710938,28.8265361785889,29.9612579345703,7.11200013756752,0,203.505569458008,10
Rhincodon,typus,12.75,121.75,1112:121:4,381,28.3964939117432,9.14066696166992,32.1528663635254,34.4284706115723,2.49200011603534,0,65.6408081054688,26
Rhincodon,typus,12.75,122.25,1112:122:3,365,28.5361366271973,9.65884971618652,32.1914978027344,34.4234352111816,2.65199993737042,0,71.4418716430664,26
Rhincodon,typus,12.75,123.25,1112:123:3,439,28.3480701446533,10.1260004043579,32.4741287231445,34.3634262084961,4.57599991932511,0,78.5113372802734,26
Rhincodon,typus,12.75,123.75,1112:123:4,156,28.06298828125,23.6380214691162,32.6312942504883,34.762523651123,8.24999995529652,0,160.117584228516,21
Rhincodon,typus,12.75,124.25,1112:124:3,96,28.2111167907715,27.6051025390625,33.4923667907715,34.5191764831543,3.3030000049620902,0,203.857086181641,20
Rhincodon,typus,12.75,-68.75,7106:228:4,2442,27.8215351104736,3.87480592727661,35.4702644348145,34.9749641418457,2.31399992480874,0,196.960479736328,110
Rhincodon,typus,12.75,-69.75,7106:229:4,1113,27.6761798858643,4.05671405792236,35.8097305297852,34.9669303894043,3.10999993234873,0,210.433517456055,27
Rhincodon,typus,12.75,-70.25,7107:120:3,411,27.3798294067383,10.7874937057495,36.0643730163574,35.2100219726563,6.57500000670552,0,157.474731445313,27
Rhincodon,typus,12.75,-81.75,7108:121:4,1086,28.1781768798828,3.92027997970581,35.7188568115234,34.9667282104492,0.449999992270023,0,217.365585327148,27
Rhincodon,typus,12.75,-82.75,7108:122:4,21,28.2142868041992,27.3112621307373,35.6924743652344,36.2399711608887,0.637000019196421,0,206.690063476563,110
Rhincodon,typus,12.75,-88.25,7108:228:3,103,28.8489780426025,16.2256717681885,32.5234794616699,34.7763900756836,25.9840004146099,0,59.1604614257813,84
Rhincodon,typus,12.75,-92.25,7109:122:3,3942,29.1206874847412,1.42839503288269,33.2454147338867,34.6726722717285,16.4529997855425,0,122.334205627441,202
Rhincodon,typus,13.25,54.25,1105:134:1,2980,26.9737873077393,1.49686205387115,36.0102272033691,34.756103515625,16.7970005422831,0,149.087905883789,110
Rhincodon,typus,13.25,80.25,1108:130:1,36,28.5466938018799,28.7444820404053,32.8575325012207,33.1567459106445,14.055999927222699,0,202.153549194336,10
Rhincodon,typus,13.25,95.75,1109:235:2,2071,28.9316387176514,4.42893886566162,31.2279453277588,34.8641090393066,1.3419999741017798,0,78.0880355834961,217
Rhincodon,typus,13.25,121.25,1112:131:1,176,28.3395214080811,28.5106163024902,32.0830764770508,33.680305480957,3.95500008016825,0,200.154296875,7
Rhincodon,typus,13.25,144.75,1114:134:2,1431,28.9503993988037,3.70500206947327,34.3506774902344,34.5512847900391,0.844000023789704,0,86.8642578125,25
Rhincodon,typus,13.25,145.75,1114:235:2,4986,28.9638977050781,1.06351804733276,34.3653106689453,34.6980934143066,0.673000002279878,0,169.371932983398,162
Rhincodon,typus,13.25,-16.75,7101:236:2,24,25.4470157623291,24.6627807617188,33.8609161376953,35.2645606994629,36.4668294787407,0,206.578414916992,16
Rhincodon,typus,13.25,-18.25,7101:238:1,3569,25.5211410522461,2.29614400863647,35.3785972595215,34.9127044677734,14.480999670922799,0,238.670791625977,205
Rhincodon,typus,13.25,-57.25,7105:237:1,4896,27.9328460693359,1.50498902797699,34.0936584472656,34.8533096313477,1.02199998218566,0,256.462677001953,271
Rhincodon,typus,13.25,-58.75,7105:238:2,2282,27.9928321838379,2.7751989364624,34.3077964782715,34.9524612426758,1.2529999949038,0,264.717926025391,108
Rhincodon,typus,13.25,-59.75,7105:239:2,1125,28.0085010528564,9.29092788696289,34.3359832763672,34.8916053771973,2.25399993360043,0,162.089706420898,25
Rhincodon,typus,13.25,-61.25,7106:131:1,1514,28.0345802307129,9.85905933380127,34.273796081543,35.1700286865234,3.1075826846063097,0,212.311050415039,25
Rhincodon,typus,13.25,-62.25,7106:132:1,2990,28.105016708374,3.96374106407166,34.3732795715332,34.9773826599121,3.6359999794513,0,199.565032958984,162
Rhincodon,typus,13.25,-68.25,7106:238:1,3781,27.9486484527588,3.84741497039795,35.1640701293945,34.9735794067383,1.81199994403869,0,196.395874023438,165
Rhincodon,typus,13.25,-81.25,7108:131:1,1325,28.1352558135986,4.85511684417725,35.7382507324219,34.918399810791,0.5259999888949101,0,187.601806640625,27
Rhincodon,typus,13.25,-87.75,7108:237:2,39,29.0319766998291,28.717414855957,31.921594619751,33.4352035522461,42.1649999916553,0,206.344573974609,18
Rhincodon,typus,13.25,-89.25,7108:239:1,63,29.0030918121338,18.2278938293457,32.216667175293,34.5050201416016,36.7049984633923,0,89.4153213500977,26
Rhincodon,typus,13.75,120.75,1112:130:4,319,28.2533416748047,11.0559091567993,32.2843933105469,34.4318237304688,4.65499982237816,0,113.110206604004,23
Rhincodon,typus,13.75,-60.75,7106:130:4,834,27.9926490783691,4.94657897949219,34.3249664306641,34.9387702941895,1.99200003407896,0,194.658233642578,24
Rhincodon,typus,13.75,-61.75,7106:131:4,2955,28.0803337097168,3.78104400634766,34.2996215820313,34.9453010559082,2.39200005307794,0,209.636764526367,108
Rhincodon,typus,13.75,-89.75,7108:239:4,28,29.0435256958008,24.7096939086914,32.7674713134766,34.1505508422852,42.1715788543224,0,165.208541870117,6
Rhincodon,typus,13.75,-91.25,7109:131:3,65,29.2952651977539,21.7166652679443,32.8533363342285,34.4663619995117,38.8789996504784,0,139.330688476563,26
Rhincodon,typus,14.25,120.75,1112:140:2,49,28.4422473907471,17.6821765899658,32.0623054504395,34.0980033874512,18.3654613792896,0,149.252502441406,13
Rhincodon,typus,14.25,-61.25,7106:141:1,2588,28.0001983642578,3.88471102714539,34.3764877319336,34.9315643310547,1.79600005503744,0,205.191665649414,108
Rhincodon,typus,14.25,-83.25,7108:143:1,12,28.2271499633789,28.3445453643799,35.1964492797852,36.1097679138184,7.73299997672439,0,199.688049316406,15
Rhincodon,typus,14.75,120.25,1112:140:3,555,28.7157115936279,13.4483165740967,31.9354209899902,34.1385231018066,18.4410586953163,0,139.940185546875,15
Rhincodon,typus,14.75,120.75,1112:140:4,12,28.5757293701172,28.5973148345947,31.5399379730225,33.5196189880371,36.5240015089512,0,201.966705322266,15
Rhincodon,typus,14.75,147.75,1114:247:4,5495,28.9016799926758,1.11749005317688,34.5826225280762,34.6893196105957,0.7149999728426341,0,162.890411376953,276
Rhincodon,typus,14.75,-17.25,7101:247:3,66,24.1432361602783,16.5816516876221,34.6518135070801,35.436595916748,39.2081178724766,0,122.901832580566,19
Rhincodon,typus,14.75,-19.25,7101:249:3,3546,25.1592464447021,2.20929598808289,35.6815719604492,34.9140396118164,16.1540005356073,0,238.747970581055,242
Rhincodon,typus,14.75,-60.25,7106:140:3,2709,27.9169254302979,2.5174560546875,34.5576820373535,34.9314575195313,1.06499996036291,0,264.585266113281,108
Rhincodon,typus,14.75,-61.25,7106:141:3,1942,27.9266948699951,6.84876108169556,34.4314575195313,34.748664855957,1.52299995534122,0,167.075180053711,23
Rhincodon,typus,14.75,-116.75,7111:246:4,4103,27.0002002716064,1.11814200878143,33.8491554260254,34.6877288818359,4.05400013551116,0,148.40739440918,498
Rhincodon,typus,15.25,145.75,1114:455:2,949,28.829496383667,22.1097106933594,34.5787124633789,35.0081977844238,1.07600004412234,0,189.859024047852,26
Rhincodon,typus,15.25,-61.25,7106:351:1,1347,27.8559150695801,4.14995193481445,34.5483055114746,35.000431060791,1.2499999720603199,0,209.067947387695,24
Rhincodon,typus,15.75,39.75,1103:459:4,15,29.9733200073242,21.9346618652344,36.9565238952637,39.8508453369141,6.83500012382865,0,153.149719238281,26
Rhincodon,typus,15.75,41.25,1104:351:3,132,29.279296875,25.9332218170166,36.714916229248,37.724365234375,7.71899987012148,0,194.650726318359,107
Rhincodon,typus,15.75,71.25,1107:351:3,2344,28.5667743682861,2.68028998374939,35.9205207824707,34.8067092895508,1.89499999396503,0,99.8522338867188,262
Rhincodon,typus,15.75,95.75,1109:455:4,23,28.5847282409668,29.2668838500977,25.9737796783447,30.7628211975098,28.2749999314547,0,209.579345703125,25
Rhincodon,typus,15.75,124.25,1112:354:3,3064,28.7759227752686,1.62709105014801,34.2207984924316,34.6495475769043,1.09200004953891,0,131.441696166992,220
Rhincodon,typus,15.75,146.75,1114:456:4,4994,28.8657112121582,1.06057500839233,34.6347122192383,34.6988182067871,0.8009999874047941,0,169.652282714844,174
Rhincodon,typus,15.75,-21.25,7102:351:3,3952,24.6636199951172,2.0596079826355,35.9888648986816,34.8900680541992,14.7869996726513,0,245.916778564453,223
Rhincodon,typus,15.75,-60.25,7106:350:3,3982,27.8347053527832,1.5013929605484,34.7545318603516,34.862850189209,0.7999999797903,0,256.173614501953,161
Rhincodon,typus,15.75,-61.25,7106:351:3,488,27.8371887207031,7.93659210205078,34.7310752868652,34.9051475524902,1.01200002245605,0,163.789962768555,25
Rhincodon,typus,15.75,-84.25,7108:354:3,21,28.1740627288818,28.1674613952637,35.4771499633789,36.1313591003418,7.08599993959069,0,199.616088867188,13
Rhincodon,typus,15.75,-84.75,7108:354:4,15,28.1561622619629,21.9865112304688,35.4499473571777,35.899040222168,5.48693351447582,0,199.327667236328,5
Rhincodon,typus,15.75,-86.25,7108:456:3,12,28.2407665252686,14.9721660614014,35.2307357788086,35.2947196960449,6.73662265762687,0,199.779571533203,7
Rhincodon,typus,15.75,-87.75,7108:457:4,167,28.3213768005371,18.1171741485596,35.2526550292969,35.2809028625488,3.84888588450849,0,202.645660400391,6
Rhincodon,typus,15.75,-88.25,7108:458:3,275,28.2934703826904,28.4240436553955,35.3661842346191,35.9174461364746,0.293999997666106,0,198.147186279297,11
Rhincodon,typus,15.75,-88.75,7108:458:4,13,28.4079055786133,28.1074676513672,34.9681549072266,35.6378288269043,6.77803810685873,0,195.595703125,8
Rhincodon,typus,15.75,-96.25,7109:456:3,1200,28.7012615203857,28.4987602233887,33.2379531860352,34.0009078979492,26.274999603629098,0,202.544250488281,13
Rhincodon,typus,16.25,73.25,1107:363:1,40,28.4080104827881,27.3105201721191,35.3657417297363,35.987476348877,14.9990003556013,0,199.443313598633,25
Rhincodon,typus,16.25,-22.75,7102:362:2,765,24.358060836792,22.8017272949219,36.165699005127,36.2707633972168,5.57299982756376,0,220.281509399414,22
Rhincodon,typus,16.25,-60.25,7106:360:1,4651,27.7825756072998,1.50199902057648,34.8395881652832,34.864444732666,0.71699998807162,0,256.125640869141,160
Rhincodon,typus,16.25,-61.25,7106:361:1,710,27.7896461486816,23.9285507202148,34.8761825561523,37.0106201171875,0.861999986227602,0,220.263809204102,23
Rhincodon,typus,16.25,-66.75,7106:466:2,4528,28.0440559387207,3.83751010894775,34.837890625,34.9806060791016,0.933000002987683,0,196.253021240234,228
Rhincodon,typus,16.25,-86.75,7108:466:2,1443,28.1767673492432,5.97930288314819,35.8357276916504,34.8756904602051,0.163000004249625,0,168.818588256836,85
Rhincodon,typus,16.25,-87.25,7108:467:1,1534,28.2211170196533,3.86790108680725,35.7961196899414,34.9607200622559,0.169000006280839,0,220.232543945313,85
Rhincodon,typus,16.25,-88.25,7108:468:1,331,28.2536220550537,23.9252490997314,35.4454917907715,36.8087005615234,0.952999980654567,0,210.597564697266,26
Rhincodon,typus,16.25,-94.75,7109:364:2,34,28.4316539764404,28.2680492401123,33.245964050293,33.9463310241699,27.1310005337,0,203.130340576172,13
Rhincodon,typus,16.25,-95.25,7109:465:1,22,28.3084678649902,21.572286605835,33.3845596313477,34.3288536071777,24.5030075311661,0,142.434478759766,8
Rhincodon,typus,16.25,-168.25,7116:468:1,4838,26.5866241455078,0.979938983917236,34.7623443603516,34.7005386352539,0.645000021904707,0,176.758712768555,174
Rhincodon,typus,16.75,73.25,1107:363:3,49,28.3002052307129,28.3285980224609,35.4299240112305,35.5983924865723,7.23899994045496,0,199.303604125977,21
Rhincodon,typus,16.75,85.25,1108:465:3,2785,28.5070018768311,1.7767790555954,32.772518157959,34.7434425354004,6.63000019267201,0,126.369674682617,243
Rhincodon,typus,16.75,-62.25,7106:362:3,776,27.8582057952881,27.8116264343262,34.66748046875,35.2912864685059,1.00899999961257,0,202.763092041016,26
Rhincodon,typus,16.75,-62.75,7106:362:4,1265,27.9234828948975,4.04393100738525,34.6101150512695,34.9713821411133,1.00199994631112,0,201.163009643555,107
Rhincodon,typus,16.75,-63.75,7106:363:4,1514,28.0061740875244,4.07417917251587,34.6181716918945,34.9684753417969,0.980000011622906,0,201.857406616211,173
Rhincodon,typus,16.75,-69.75,7106:469:4,4356,28.0020446777344,3.83606910705566,35.2399215698242,34.978702545166,0.897000019904226,0,197.07585144043,196
Rhincodon,typus,16.75,-73.25,7107:363:3,4294,28.0321273803711,3.84412097930908,35.438304901123,34.9806060791016,0.792999984696507,0,196.548217773438,220
Rhincodon,typus,16.75,-82.75,7108:362:4,688,28.2726211547852,8.38974571228027,35.7663269042969,35.1390800476074,0.345000007655472,0,157.855484008789,173
Rhincodon,typus,16.75,-83.75,7108:363:4,1426,28.2426700592041,3.74325799942017,35.7418899536133,34.9748611450195,0.303999986499548,0,228.967422485352,109
Rhincodon,typus,16.75,-84.75,7108:364:4,1695,28.1591606140137,3.74013710021973,35.738712310791,34.9736824035645,0.28300000121817,0,228.638870239258,140
Rhincodon,typus,16.75,-85.75,7108:465:4,2603,28.1234474182129,4.03487396240234,35.761905670166,34.9599761962891,0.237999993260019,0,208.028747558594,109
Rhincodon,typus,16.75,-86.75,7108:466:4,3896,28.1671257019043,3.58084201812744,35.7890930175781,34.9833068847656,0.20599999697879,0,244.066360473633,130
Rhincodon,typus,16.75,-87.75,7108:467:4,1004,28.1546306610107,3.86940789222717,35.7247657775879,34.9607696533203,0.165000004926696,0,220.214279174805,80
Rhincodon,typus,16.75,-99.75,7109:469:4,705,28.93479347229,29.0848026275635,33.1504974365234,33.9594917297363,12.9270004108548,0,201.078598022461,17
Rhincodon,typus,16.75,-109.75,7110:469:4,3545,27.2071552276611,1.38030099868774,34.0912704467773,34.6733512878418,1.30799994803965,0,125.265266418457,300
